hs1	0	2000000	180.0000
hs1	2000000	4000000	34.0000
hs1	4000000	6000000	2.0000
hs1	6000000	8000000	5.0000
hs1	8000000	10000000	11.0000
hs1	10000000	12000000	1.0000
hs1	12000000	14000000	150.0000
hs1	14000000	16000000	2.0000
hs1	16000000	18000000	169.0000
hs1	18000000	20000000	2.0000
hs1	20000000	22000000	125.0000
hs1	22000000	24000000	3.0000
hs1	24000000	26000000	8.0000
hs1	26000000	28000000	11.0000
hs1	28000000	30000000	9.0000
hs1	30000000	32000000	11.0000
hs1	32000000	34000000	7.0000
hs1	34000000	36000000	1.0000
hs1	36000000	38000000	2.0000
hs1	38000000	40000000	8.0000
hs1	40000000	42000000	6.0000
hs1	44000000	46000000	2.0000
hs1	46000000	48000000	10.0000
hs1	48000000	50000000	1.0000
hs1	50000000	52000000	4.0000
hs1	54000000	56000000	11.0000
hs1	58000000	60000000	14.0000
hs1	64000000	66000000	2.0000
hs1	66000000	68000000	2.0000
hs1	68000000	70000000	1.0000
hs1	70000000	72000000	1.0000
hs1	72000000	74000000	2.0000
hs1	74000000	76000000	2.0000
hs1	78000000	80000000	6.0000
hs1	80000000	82000000	14.0000
hs1	86000000	88000000	6.0000
hs1	88000000	90000000	5.0000
hs1	90000000	92000000	3.0000
hs1	92000000	94000000	7.0000
hs1	96000000	98000000	6.0000
hs1	98000000	100000000	1.0000
hs1	100000000	102000000	1.0000
hs1	102000000	104000000	33.0000
hs1	104000000	106000000	25.0000
hs1	106000000	108000000	2.0000
hs1	108000000	110000000	7.0000
hs1	110000000	112000000	6.0000
hs1	112000000	114000000	7.0000
hs1	114000000	116000000	1.0000
hs1	116000000	118000000	14.0000
hs1	118000000	120000000	5.0000
hs1	120000000	122000000	45.0000
hs1	140000000	142000000	37.0000
hs1	142000000	144000000	289.0000
hs1	144000000	146000000	195.0000
hs1	146000000	148000000	488.0000
hs1	148000000	150000000	9.0000
hs1	150000000	152000000	16.0000
hs1	152000000	154000000	34.0000
hs1	154000000	156000000	8.0000
hs1	156000000	158000000	2.0000
hs1	158000000	160000000	17.0000
hs1	162000000	164000000	1.0000
hs1	164000000	166000000	2.0000
hs1	166000000	168000000	4.0000
hs1	168000000	170000000	5.0000
hs1	176000000	178000000	15.0000
hs1	178000000	180000000	8.0000
hs1	180000000	182000000	3.0000
hs1	182000000	184000000	3.0000
hs1	188000000	190000000	3.0000
hs1	192000000	194000000	3.0000
hs1	194000000	196000000	19.0000
hs1	198000000	200000000	2.0000
hs1	200000000	202000000	17.0000
hs1	202000000	204000000	1.0000
hs1	204000000	206000000	26.0000
hs1	208000000	210000000	6.0000
hs1	212000000	214000000	4.0000
hs1	216000000	218000000	1.0000
hs1	218000000	220000000	5.0000
hs1	220000000	222000000	22.0000
hs1	222000000	224000000	36.0000
hs1	224000000	226000000	15.0000
hs1	226000000	228000000	42.0000
hs1	228000000	230000000	3.0000
hs1	232000000	234000000	8.0000
hs1	234000000	236000000	5.0000
hs1	238000000	240000000	16.0000
hs1	240000000	242000000	35.0000
hs1	244000000	246000000	14.0000
hs1	246000000	248000000	26.0000
hs2	0	2000000	24.0000
hs2	2000000	4000000	2.0000
hs2	4000000	6000000	5.0000
hs2	6000000	8000000	2.0000
hs2	8000000	10000000	2.0000
hs2	10000000	12000000	3.0000
hs2	12000000	14000000	4.0000
hs2	16000000	18000000	1.0000
hs2	18000000	20000000	2.0000
hs2	24000000	26000000	5.0000
hs2	28000000	30000000	2.0000
hs2	32000000	34000000	6.0000
hs2	36000000	38000000	6.0000
hs2	38000000	40000000	1.0000
hs2	40000000	42000000	11.0000
hs2	42000000	44000000	1.0000
hs2	44000000	46000000	1.0000
hs2	46000000	48000000	3.0000
hs2	48000000	50000000	1.0000
hs2	54000000	56000000	4.0000
hs2	62000000	64000000	11.0000
hs2	64000000	66000000	1.0000
hs2	68000000	70000000	1.0000
hs2	70000000	72000000	60.0000
hs2	72000000	74000000	13.0000
hs2	74000000	76000000	3.0000
hs2	76000000	78000000	3.0000
hs2	78000000	80000000	3.0000
hs2	82000000	84000000	1.0000
hs2	84000000	86000000	4.0000
hs2	86000000	88000000	71.0000
hs2	88000000	90000000	104.0000
hs2	90000000	92000000	73.0000
hs2	94000000	96000000	63.0000
hs2	96000000	98000000	51.0000
hs2	98000000	100000000	2.0000
hs2	100000000	102000000	13.0000
hs2	102000000	104000000	1.0000
hs2	104000000	106000000	1.0000
hs2	106000000	108000000	52.0000
hs2	108000000	110000000	42.0000
hs2	110000000	112000000	65.0000
hs2	112000000	114000000	47.0000
hs2	114000000	116000000	22.0000
hs2	126000000	128000000	2.0000
hs2	128000000	130000000	1.0000
hs2	130000000	132000000	67.0000
hs2	132000000	134000000	56.0000
hs2	134000000	136000000	17.0000
hs2	136000000	138000000	2.0000
hs2	138000000	140000000	4.0000
hs2	144000000	146000000	3.0000
hs2	148000000	150000000	1.0000
hs2	152000000	154000000	6.0000
hs2	154000000	156000000	1.0000
hs2	156000000	158000000	4.0000
hs2	158000000	160000000	27.0000
hs2	160000000	162000000	13.0000
hs2	162000000	164000000	4.0000
hs2	170000000	172000000	5.0000
hs2	172000000	174000000	1.0000
hs2	174000000	176000000	14.0000
hs2	176000000	178000000	5.0000
hs2	178000000	180000000	6.0000
hs2	182000000	184000000	4.0000
hs2	186000000	188000000	5.0000
hs2	188000000	190000000	11.0000
hs2	190000000	192000000	3.0000
hs2	194000000	196000000	1.0000
hs2	196000000	198000000	4.0000
hs2	198000000	200000000	3.0000
hs2	200000000	202000000	24.0000
hs2	202000000	204000000	2.0000
hs2	204000000	206000000	6.0000
hs2	206000000	208000000	19.0000
hs2	212000000	214000000	2.0000
hs2	214000000	216000000	1.0000
hs2	218000000	220000000	9.0000
hs2	220000000	222000000	2.0000
hs2	222000000	224000000	4.0000
hs2	228000000	230000000	3.0000
hs2	230000000	232000000	4.0000
hs2	232000000	234000000	21.0000
hs2	234000000	236000000	14.0000
hs2	236000000	238000000	1.0000
hs2	238000000	240000000	9.0000
hs2	240000000	242000000	7.0000
hs2	242000000	244000000	33.0000
hs3	0	2000000	5.0000
hs3	2000000	4000000	3.0000
hs3	6000000	8000000	1.0000
hs3	8000000	10000000	24.0000
hs3	10000000	12000000	27.0000
hs3	12000000	14000000	22.0000
hs3	14000000	16000000	21.0000
hs3	16000000	18000000	1.0000
hs3	18000000	20000000	4.0000
hs3	22000000	24000000	8.0000
hs3	30000000	32000000	2.0000
hs3	32000000	34000000	13.0000
hs3	34000000	36000000	1.0000
hs3	36000000	38000000	2.0000
hs3	38000000	40000000	19.0000
hs3	40000000	42000000	13.0000
hs3	42000000	44000000	18.0000
hs3	44000000	46000000	2.0000
hs3	46000000	48000000	2.0000
hs3	48000000	50000000	4.0000
hs3	50000000	52000000	3.0000
hs3	52000000	54000000	4.0000
hs3	62000000	64000000	1.0000
hs3	68000000	70000000	3.0000
hs3	70000000	72000000	1.0000
hs3	72000000	74000000	5.0000
hs3	74000000	76000000	110.0000
hs3	76000000	78000000	8.0000
hs3	80000000	82000000	3.0000
hs3	82000000	84000000	2.0000
hs3	84000000	86000000	1.0000
hs3	86000000	88000000	1.0000
hs3	88000000	90000000	2.0000
hs3	90000000	92000000	2.0000
hs3	94000000	96000000	2.0000
hs3	96000000	98000000	4.0000
hs3	98000000	100000000	4.0000
hs3	100000000	102000000	1.0000
hs3	102000000	104000000	1.0000
hs3	106000000	108000000	1.0000
hs3	108000000	110000000	1.0000
hs3	110000000	112000000	9.0000
hs3	112000000	114000000	20.0000
hs3	114000000	116000000	1.0000
hs3	116000000	118000000	2.0000
hs3	120000000	122000000	2.0000
hs3	122000000	124000000	2.0000
hs3	124000000	126000000	9.0000
hs3	126000000	128000000	60.0000
hs3	130000000	132000000	59.0000
hs3	132000000	134000000	3.0000
hs3	134000000	136000000	4.0000
hs3	136000000	138000000	1.0000
hs3	138000000	140000000	5.0000
hs3	140000000	142000000	6.0000
hs3	142000000	144000000	9.0000
hs3	144000000	146000000	4.0000
hs3	148000000	150000000	6.0000
hs3	150000000	152000000	5.0000
hs3	152000000	154000000	2.0000
hs3	154000000	156000000	12.0000
hs3	156000000	158000000	4.0000
hs3	158000000	160000000	3.0000
hs3	160000000	162000000	4.0000
hs3	162000000	164000000	1.0000
hs3	168000000	170000000	1.0000
hs3	170000000	172000000	3.0000
hs3	172000000	174000000	4.0000
