hs3	176000000	178000000	1.0000
hs3	180000000	182000000	8.0000
hs3	182000000	184000000	4.0000
hs3	184000000	186000000	9.0000
hs3	186000000	188000000	7.0000
hs3	188000000	190000000	1.0000
hs3	192000000	194000000	2.0000
hs3	194000000	196000000	1.0000
hs3	196000000	198000000	71.0000
hs3	198000000	200000000	57.0000
hs4	0	2000000	28.0000
hs4	2000000	4000000	40.0000
hs4	4000000	6000000	59.0000
hs4	6000000	8000000	2.0000
hs4	8000000	10000000	114.0000
hs4	12000000	14000000	1.0000
hs4	14000000	16000000	2.0000
hs4	16000000	18000000	1.0000
hs4	20000000	22000000	1.0000
hs4	22000000	24000000	1.0000
hs4	24000000	26000000	1.0000
hs4	26000000	28000000	2.0000
hs4	30000000	32000000	1.0000
hs4	34000000	36000000	2.0000
hs4	38000000	40000000	2.0000
hs4	40000000	42000000	3.0000
hs4	48000000	50000000	81.0000
hs4	54000000	56000000	2.0000
hs4	56000000	58000000	2.0000
hs4	62000000	64000000	2.0000
hs4	66000000	68000000	1.0000
hs4	68000000	70000000	60.0000
hs4	70000000	72000000	56.0000
hs4	72000000	74000000	8.0000
hs4	74000000	76000000	15.0000
hs4	76000000	78000000	2.0000
hs4	78000000	80000000	18.0000
hs4	80000000	82000000	8.0000
hs4	82000000	84000000	8.0000
hs4	86000000	88000000	2.0000
hs4	88000000	90000000	3.0000
hs4	92000000	94000000	3.0000
hs4	98000000	100000000	5.0000
hs4	100000000	102000000	4.0000
hs4	104000000	106000000	3.0000
hs4	106000000	108000000	7.0000
hs4	108000000	110000000	2.0000
hs4	110000000	112000000	9.0000
hs4	116000000	118000000	6.0000
hs4	118000000	120000000	45.0000
hs4	120000000	122000000	21.0000
hs4	130000000	132000000	1.0000
hs4	132000000	134000000	24.0000
hs4	136000000	138000000	4.0000
hs4	140000000	142000000	3.0000
hs4	144000000	146000000	14.0000
hs4	154000000	156000000	1.0000
hs4	156000000	158000000	6.0000
hs4	158000000	160000000	8.0000
hs4	162000000	164000000	2.0000
hs4	164000000	166000000	16.0000
hs4	166000000	168000000	6.0000
hs4	168000000	170000000	1.0000
hs4	170000000	172000000	2.0000
hs4	174000000	176000000	1.0000
hs4	176000000	178000000	2.0000
hs4	182000000	184000000	2.0000
hs4	184000000	186000000	1.0000
hs4	186000000	188000000	6.0000
hs4	188000000	190000000	5.0000
hs4	190000000	192000000	37.0000
